,race,social_class,income,president,sex,urban
3383,White,Middle class,64999.0,1.0,Male,Suburb
3384,White,Middle class,99999.0,0.0,Female,City
3385,White,Working class,9999.0,1.0,Male,Small town
3386,White,Middle class,44999.0,1.0,Female,City
3387,Multiple,Lower class,19999.0,1.0,Male,City
3388,White,Upper class,249999.0,1.0,Female,Suburb
3389,White,Middle class,39999.0,0.0,Female,Small town
3390,White,Working class,64999.0,0.0,Female,City
3391,White,Working class,34999.0,0.0,Female,Suburb
3392,White,Middle class,9999.0,0.0,Female,Small town
3393,Black,Middle class,59999.0,1.0,Female,Suburb
3394,White,Lower class,24999.0,1.0,Female,Rural area
3395,White,Middle class,44999.0,1.0,Female,City
3396,White,Lower class,29999.0,0.0,Female,City
3397,White,Middle class,109999.0,0.0,Male,Small town
3398,White,Working class,9999.0,1.0,Female,Small town
3399,White,Middle class,300000.0,1.0,Male,City
3400,White,Middle class,69999.0,1.0,Female,City
3401,Black,Working class,59999.0,1.0,Female,City
3402,White,Middle class,174999.0,1.0,Female,Suburb
3403,Native American,Middle class,44999.0,0.0,Male,Suburb
3404,Black,Middle class,39999.0,1.0,Female,City
3405,Black,Middle class,174999.0,1.0,Female,City
3406,White,Middle class,174999.0,1.0,Female,City
3407,White,Middle class,149999.0,1.0,Female,Small town
3408,Native American,Working class,9999.0,0.0,Male,Small town
3409,White,Middle class,59999.0,1.0,Male,Small town
3410,White,Upper class,174999.0,0.0,Male,Rural area
3411,Black,Middle class,14999.0,1.0,Female,City
3412,Asian,Middle class,124999.0,1.0,Female,Suburb
3413,Native American,Lower class,9999.0,1.0,Female,Small town
3414,White,Middle class,109999.0,0.0,Female,Rural area
3415,White,Working class,79999.0,0.0,Female,Rural area
3416,Asian,Working class,69999.0,1.0,Female,Suburb
3417,White,Middle class,109999.0,0.0,Male,Rural area
3418,Multiple,Working class,44999.0,0.0,Male,Rural area
3419,White,Middle class,64999.0,1.0,Male,Suburb
3420,Multiple,Working class,44999.0,1.0,Male,Suburb
3421,Hispanic,Working class,34999.0,1.0,Female,Small town
3422,White,Middle class,124999.0,0.0,Male,Small town
3423,White,Middle class,124999.0,1.0,Male,Small town
3424,White,Middle class,59999.0,1.0,Male,Suburb
3425,Black,Upper class,249999.0,1.0,Female,Suburb
3426,White,Middle class,174999.0,1.0,Male,Suburb
3427,White,Working class,34999.0,0.0,Female,City
3428,White,Middle class,149999.0,1.0,Male,Suburb
3429,Multiple,Middle class,149999.0,1.0,Female,Small town
3430,Asian,Middle class,249999.0,1.0,Male,City
3431,White,Working class,49999.0,0.0,Female,Small town
3432,White,Middle class,249999.0,1.0,Male,Suburb
3433,White,Middle class,300000.0,0.0,Female,City
3434,White,Middle class,300000.0,0.0,Female,Suburb
3435,White,Working class,9999.0,0.0,Male,Small town
3436,White,Middle class,89999.0,0.0,Male,Suburb
3437,White,Working class,59999.0,1.0,Female,Rural area
3438,White,Working class,49999.0,0.0,Male,Small town
3439,White,Middle class,99999.0,0.0,Male,Rural area
3440,White,Working class,34999.0,0.0,Male,Rural area
3441,White,Middle class,74999.0,1.0,Male,Suburb
3442,Multiple,Middle class,34999.0,1.0,Male,Suburb
3443,White,Middle class,89999.0,0.0,Female,Suburb
3444,White,Working class,44999.0,1.0,Female,Suburb
3445,White,Middle class,14999.0,1.0,Female,City
3446,White,Working class,99999.0,0.0,Female,Small town
3447,Asian,Middle class,249999.0,1.0,Female,Suburb
3448,White,Working class,34999.0,1.0,Female,Rural area
3449,White,Middle class,79999.0,0.0,Male,Suburb
3450,Black,Middle class,9999.0,1.0,Female,City
3451,White,Working class,300000.0,0.0,Male,Rural area
3452,White,Lower class,24999.0,0.0,Female,Rural area
3453,White,Middle class,249999.0,1.0,Male,City
3454,White,Upper class,174999.0,1.0,Male,City
3455,White,Middle class,89999.0,0.0,Male,Rural area
3456,Asian,Working class,249999.0,1.0,Female,City
3457,Hispanic,Middle class,59999.0,1.0,Female,Small town
3458,Asian,Middle class,109999.0,1.0,Male,City
3459,Native American,Middle class,74999.0,1.0,Female,City
3460,White,Working class,34999.0,0.0,Male,Suburb
3461,White,Middle class,99999.0,1.0,Male,Rural area
3462,White,Working class,69999.0,1.0,Male,City
3463,White,Middle class,109999.0,1.0,Male,City
3464,White,Working class,34999.0,1.0,Male,Small town
3465,White,Upper class,249999.0,0.0,Male,Suburb
3466,Asian,Upper class,9999.0,1.0,Female,Suburb
3467,White,Middle class,174999.0,0.0,Female,City
3468,Hispanic,Middle class,9999.0,0.0,Female,City
3469,White,Working class,109999.0,1.0,Female,Small town
3470,White,Middle class,99999.0,1.0,Male,Suburb
3471,White,Working class,9999.0,0.0,Female,Rural area
3472,White,Middle class,174999.0,1.0,Male,Small town
3473,White,Middle class,79999.0,1.0,Female,Small town
3474,White,Upper class,124999.0,1.0,Male,Suburb
3475,White,Middle class,300000.0,1.0,Female,Suburb
3476,White,Middle class,89999.0,1.0,Male,Small town
3477,White,Upper class,149999.0,1.0,Male,City
3478,White,Middle class,9999.0,1.0,Female,City
3479,White,Working class,9999.0,0.0,Female,Small town
3480,Native American,Middle class,109999.0,0.0,Female,Suburb
3481,White,Middle class,124999.0,0.0,Male,City
3482,White,Middle class,89999.0,1.0,Female,Suburb
3483,Multiple,Working class,59999.0,0.0,Female,Rural area
3484,White,Middle class,124999.0,0.0,Female,Suburb
3485,White,Middle class,89999.0,0.0,Female,Small town
3486,White,Middle class,300000.0,1.0,Female,City
3487,White,Working class,74999.0,0.0,Female,City
3488,White,Working class,14999.0,1.0,Female,Small town
3489,White,Middle class,174999.0,0.0,Female,Small town
3490,Multiple,Middle class,300000.0,0.0,Male,Rural area
3491,Black,Working class,9999.0,1.0,Male,Small town
3492,Asian,Upper class,300000.0,1.0,Female,Suburb
3493,White,Middle class,124999.0,0.0,Female,Suburb
3494,White,Upper class,89999.0,1.0,Male,City
3495,White,Upper class,249999.0,0.0,Male,City
3496,White,Middle class,44999.0,1.0,Male,Suburb
3497,White,Middle class,124999.0,0.0,Female,Rural area
3498,White,Middle class,149999.0,1.0,Male,Suburb
3499,White,Middle class,124999.0,1.0,Female,City
3500,White,Middle class,300000.0,1.0,Male,Rural area
3501,Native American,Working class,89999.0,1.0,Male,City
3502,White,Middle class,300000.0,1.0,Female,City
3503,White,Working class,74999.0,0.0,Female,City
3504,Hispanic,Working class,64999.0,1.0,Female,Small town
3505,White,Working class,89999.0,0.0,Female,Rural area
3506,White,Middle class,109999.0,1.0,Male,Suburb
3507,White,Lower class,14999.0,1.0,Female,Small town
3508,White,Working class,300000.0,0.0,Female,Small town
3509,White,Working class,9999.0,0.0,Female,Small town
3510,White,Working class,49999.0,0.0,Male,Small town
3511,White,Middle class,89999.0,1.0,Female,Small town
3512,White,Middle class,174999.0,0.0,Female,Suburb
3513,White,Middle class,174999.0,0.0,Male,Rural area
3514,Black,Working class,24999.0,1.0,Male,City
3515,White,Middle class,99999.0,0.0,Male,Suburb
3516,White,Working class,99999.0,0.0,Male,Small town
3517,White,Working class,14999.0,0.0,Female,Rural area
3518,White,Middle class,109999.0,0.0,Male,Suburb
3519,White,Working class,89999.0,0.0,Female,Rural area
3520,Native American,Working class,49999.0,1.0,Male,Small town
3521,White,Middle class,59999.0,1.0,Female,Suburb
3522,White,Working class,64999.0,0.0,Female,Small town
3523,White,Working class,149999.0,0.0,Female,Small town
3524,White,Middle class,149999.0,0.0,Male,Suburb
3525,Native American,Lower class,9999.0,1.0,Male,Rural area
3526,White,Middle class,300000.0,1.0,Male,Suburb
3527,White,Working class,74999.0,1.0,Male,Suburb
3528,Multiple,Working class,149999.0,1.0,Male,Suburb
3529,Black,Middle class,44999.0,1.0,Female,Small town
3530,White,Working class,124999.0,0.0,Male,Small town
3531,White,Working class,89999.0,0.0,Female,Small town
3532,White,Working class,29999.0,0.0,Female,Rural area
3533,White,Middle class,44999.0,0.0,Female,Small town
3534,White,Lower class,9999.0,0.0,Female,Small town
3535,White,Middle class,300000.0,0.0,Male,Rural area
3536,White,Upper class,89999.0,1.0,Female,Suburb
3537,White,Working class,9999.0,0.0,Female,Rural area
3538,White,Middle class,149999.0,1.0,Male,City
3539,White,Upper class,300000.0,0.0,Male,City
3540,White,Middle class,89999.0,0.0,Female,Suburb
3541,Hispanic,Working class,34999.0,1.0,Female,City
3542,White,Working class,300000.0,0.0,Female,Rural area
3543,White,Middle class,174999.0,1.0,Male,Small town
3544,White,Middle class,174999.0,1.0,Female,City
3545,White,Working class,89999.0,0.0,Female,Small town
3546,White,Middle class,69999.0,0.0,Male,Rural area
3547,White,Working class,39999.0,0.0,Male,Small town
3548,White,Lower class,34999.0,1.0,Male,Rural area
3549,White,Middle class,149999.0,0.0,Male,Suburb
3550,White,Middle class,74999.0,0.0,Female,Suburb
3551,White,Working class,64999.0,0.0,Male,City
3552,White,Middle class,109999.0,0.0,Female,City
3553,White,Middle class,300000.0,0.0,Female,Suburb
3554,Black,Working class,59999.0,1.0,Female,Rural area
3555,White,Working class,69999.0,0.0,Female,Rural area
3556,White,Upper class,249999.0,1.0,Female,Suburb
3557,White,Middle class,89999.0,0.0,Female,Small town
3558,Hispanic,Working class,300000.0,1.0,Male,City
3559,White,Working class,149999.0,1.0,Male,City
3560,White,Middle class,109999.0,0.0,Female,City
3561,White,Middle class,149999.0,0.0,Female,Small town
3562,White,Middle class,9999.0,1.0,Male,Suburb
3563,Asian,Middle class,89999.0,1.0,Female,City
3564,White,Middle class,149999.0,1.0,Male,City
3565,White,Upper class,149999.0,0.0,Female,Small town
3566,White,Lower class,14999.0,0.0,Female,City
3567,White,Lower class,49999.0,0.0,Female,Rural area
3568,White,Upper class,74999.0,1.0,Female,City
3569,White,Working class,49999.0,1.0,Female,City
3570,White,Upper class,249999.0,1.0,Female,Small town
3571,White,Middle class,109999.0,0.0,Female,City
3572,Black,Working class,24999.0,1.0,Male,City
3573,Multiple,Working class,109999.0,0.0,Male,Rural area
3574,White,Middle class,34999.0,1.0,Female,City
3575,White,Middle class,59999.0,0.0,Female,Small town
3576,White,Middle class,124999.0,0.0,Male,City
3577,White,Working class,124999.0,0.0,Female,Small town
3578,White,Middle class,300000.0,1.0,Male,Suburb
3579,White,Middle class,99999.0,1.0,Female,Suburb
3580,White,Middle class,69999.0,0.0,Male,Rural area
3581,White,Working class,99999.0,1.0,Female,City
3582,White,Middle class,300000.0,0.0,Male,Suburb
3583,White,Working class,69999.0,1.0,Male,Suburb
3584,Hispanic,Middle class,74999.0,0.0,Male,Suburb
3585,Asian,Middle class,249999.0,1.0,Female,City
3586,White,Middle class,9999.0,0.0,Female,Suburb
3587,Hispanic,Working class,24999.0,1.0,Female,Suburb
3588,White,Middle class,300000.0,1.0,Male,Suburb
3589,White,Middle class,300000.0,0.0,Female,Small town
3590,White,Middle class,99999.0,1.0,Female,Small town
3591,White,Middle class,89999.0,0.0,Male,Suburb
3592,White,Middle class,300000.0,1.0,Male,Suburb
3593,White,Middle class,9999.0,0.0,Male,Suburb
3594,White,Working class,44999.0,0.0,Female,City
3595,Black,Lower class,9999.0,1.0,Male,City
3596,Multiple,Working class,59999.0,1.0,Female,City
3597,White,Upper class,249999.0,1.0,Male,Rural area
3598,White,Middle class,9999.0,1.0,Female,Suburb
3599,White,Working class,34999.0,0.0,Female,City
3600,White,Middle class,124999.0,1.0,Female,Rural area
3601,White,Middle class,300000.0,0.0,Female,Suburb
3602,White,Middle class,109999.0,0.0,Male,Suburb
3603,White,Middle class,49999.0,1.0,Male,Suburb
3604,White,Lower class,9999.0,0.0,Female,Rural area
3605,White,Middle class,109999.0,1.0,Male,Small town
3606,White,Middle class,34999.0,0.0,Male,City
3607,White,Middle class,124999.0,0.0,Female,City
3608,Black,Working class,29999.0,1.0,Female,City
3609,Hispanic,Working class,49999.0,1.0,Male,City
3610,Hispanic,Working class,79999.0,1.0,Female,Small town
3611,White,Working class,29999.0,0.0,Female,City
3612,White,Working class,39999.0,1.0,Male,Rural area
3613,White,Working class,74999.0,0.0,Female,Suburb
3614,White,Working class,109999.0,1.0,Male,Small town
3615,White,Working class,9999.0,0.0,Male,Suburb
3616,White,Lower class,34999.0,0.0,Female,Suburb
3617,White,Working class,174999.0,1.0,Female,Suburb
3618,White,Working class,174999.0,0.0,Male,Rural area
3619,Hispanic,Middle class,44999.0,1.0,Female,City
3620,White,Middle class,74999.0,1.0,Male,Suburb
3621,White,Middle class,174999.0,0.0,Female,Suburb
3622,Black,Middle class,109999.0,1.0,Male,Rural area
3623,White,Working class,89999.0,1.0,Female,Suburb
3624,White,Middle class,249999.0,1.0,Male,City
3625,Asian,Working class,69999.0,1.0,Male,City
3626,White,Middle class,109999.0,1.0,Female,City
3627,Hispanic,Working class,79999.0,1.0,Female,Small town
3628,Black,Middle class,109999.0,1.0,Female,Suburb
3629,Hispanic,Lower class,9999.0,1.0,Female,City
3630,White,Lower class,34999.0,0.0,Female,Suburb
3631,White,Working class,9999.0,1.0,Male,City
3632,White,Middle class,109999.0,1.0,Male,Suburb
3633,Black,Middle class,24999.0,0.0,Male,Small town
3634,Black,Middle class,59999.0,1.0,Female,Small town
3635,White,Middle class,149999.0,1.0,Male,City
3636,White,Middle class,249999.0,1.0,Male,Suburb
3637,White,Working class,99999.0,0.0,Male,Small town
3638,White,Working class,14999.0,0.0,Female,Small town
3639,White,Working class,64999.0,1.0,Female,City
3640,Black,Working class,109999.0,1.0,Male,City
3641,Multiple,Working class,19999.0,1.0,Female,Small town
3642,White,Middle class,64999.0,0.0,Male,Suburb
3643,White,Middle class,174999.0,0.0,Female,Suburb
3644,White,Working class,74999.0,0.0,Male,Small town
3645,White,Upper class,300000.0,1.0,Male,City
3646,White,Middle class,109999.0,1.0,Female,Rural area
3647,Multiple,Middle class,300000.0,1.0,Female,Suburb
3648,White,Middle class,9999.0,0.0,Female,Rural area
3649,Hispanic,Working class,34999.0,1.0,Female,City
3650,White,Middle class,149999.0,1.0,Female,Small town
3651,White,Middle class,9999.0,0.0,Female,City
3652,White,Middle class,249999.0,1.0,Female,Small town
3653,White,Working class,59999.0,0.0,Female,Small town
3654,Black,Middle class,89999.0,1.0,Female,City
3655,Black,Middle class,49999.0,1.0,Male,Suburb
3656,White,Middle class,300000.0,0.0,Female,City
3657,White,Lower class,9999.0,1.0,Male,City
3658,White,Middle class,149999.0,1.0,Female,City
3659,White,Working class,74999.0,0.0,Male,Rural area
3660,White,Upper class,300000.0,1.0,Female,City
3661,Black,Working class,14999.0,1.0,Female,Small town
3662,White,Working class,74999.0,0.0,Male,Small town
3663,White,Working class,79999.0,1.0,Male,City
3664,Black,Middle class,34999.0,1.0,Male,City
3665,Asian,Middle class,34999.0,0.0,Female,Suburb
3666,Hispanic,Upper class,174999.0,1.0,Male,City
3667,White,Middle class,44999.0,0.0,Male,Rural area
3668,Multiple,Middle class,64999.0,1.0,Female,City
3669,White,Working class,99999.0,1.0,Female,Suburb
3670,White,Middle class,24999.0,0.0,Female,Rural area
3671,White,Working class,34999.0,0.0,Male,Rural area
3672,White,Middle class,249999.0,0.0,Male,Rural area
3673,Black,Working class,39999.0,1.0,Male,City
3674,White,Middle class,39999.0,0.0,Female,Suburb
3675,White,Middle class,109999.0,1.0,Female,City
3676,Black,Middle class,109999.0,1.0,Male,Suburb
3677,White,Working class,109999.0,0.0,Male,Small town
3678,White,Working class,89999.0,0.0,Male,Suburb
3679,White,Middle class,9999.0,0.0,Female,Rural area
3680,White,Middle class,59999.0,0.0,Female,Suburb
3681,White,Working class,44999.0,1.0,Female,City
3682,Hispanic,Working class,249999.0,1.0,Female,Small town
3683,White,Working class,99999.0,1.0,Female,Suburb
3684,White,Working class,99999.0,0.0,Male,Rural area
3685,White,Working class,14999.0,1.0,Male,Small town
3686,Hispanic,Middle class,300000.0,1.0,Male,Suburb
3687,Hispanic,Working class,29999.0,1.0,Female,City
3688,White,Middle class,174999.0,1.0,Male,City
3689,White,Middle class,174999.0,1.0,Male,Suburb
3690,White,Working class,124999.0,0.0,Female,Rural area
3691,White,Working class,39999.0,0.0,Female,City
3692,White,Working class,149999.0,0.0,Male,City
3693,White,Middle class,39999.0,0.0,Male,City
3694,Native American,Middle class,124999.0,0.0,Male,Suburb
3695,White,Middle class,9999.0,0.0,Male,City
3696,White,Middle class,44999.0,1.0,Male,City
3697,Multiple,Working class,44999.0,1.0,Female,City
3698,White,Middle class,149999.0,1.0,Female,Suburb
3699,White,Lower class,9999.0,1.0,Female,City
3700,White,Working class,69999.0,0.0,Female,City
3701,Black,Middle class,174999.0,1.0,Female,Rural area
3702,Hispanic,Working class,59999.0,1.0,Female,City
3703,White,Middle class,9999.0,0.0,Male,Rural area
3704,White,Middle class,74999.0,0.0,Female,Suburb
3705,Native American,Working class,89999.0,1.0,Male,Suburb
3706,White,Middle class,99999.0,0.0,Male,City
3707,Black,Lower class,9999.0,0.0,Male,City
3708,White,Working class,149999.0,0.0,Female,Small town
3709,White,Middle class,69999.0,1.0,Female,Suburb
3710,Multiple,Working class,64999.0,1.0,Male,City
3711,Multiple,Working class,9999.0,1.0,Male,Rural area
3712,White,Middle class,109999.0,0.0,Male,Suburb
3713,White,Middle class,149999.0,0.0,Female,Suburb
3714,White,Middle class,124999.0,1.0,Female,Small town
3715,Black,Middle class,14999.0,1.0,Female,City
3716,White,Middle class,149999.0,0.0,Female,Suburb
3717,Black,Working class,19999.0,1.0,Male,City
3718,White,Middle class,74999.0,1.0,Female,Suburb
3719,White,Middle class,89999.0,1.0,Male,Rural area
3720,White,Working class,74999.0,0.0,Female,Suburb
3721,Hispanic,Middle class,19999.0,1.0,Female,Suburb
3722,Hispanic,Working class,64999.0,1.0,Female,Suburb
3723,Hispanic,Upper class,109999.0,1.0,Female,Suburb
3724,Multiple,Working class,19999.0,1.0,Female,Small town
3725,White,Middle class,174999.0,0.0,Male,Small town
3726,White,Lower class,24999.0,1.0,Female,Small town
3727,Black,Middle class,9999.0,1.0,Female,Suburb
3728,Hispanic,Upper class,300000.0,1.0,Female,City
3729,White,Middle class,34999.0,1.0,Female,Small town
3730,White,Middle class,39999.0,1.0,Female,Suburb
3731,Hispanic,Working class,89999.0,1.0,Male,Rural area
3732,White,Working class,89999.0,1.0,Male,Small town
3733,Asian,Middle class,99999.0,1.0,Female,Small town
3734,Hispanic,Upper class,109999.0,1.0,Female,Suburb
3735,Hispanic,Middle class,9999.0,1.0,Female,Small town
3736,White,Working class,124999.0,0.0,Male,Rural area
3737,Hispanic,Working class,49999.0,0.0,Female,Small town
3738,White,Working class,124999.0,0.0,Male,Small town
3739,Hispanic,Lower class,19999.0,1.0,Female,City
3740,White,Middle class,64999.0,1.0,Female,Small town
3741,White,Working class,44999.0,0.0,Male,Small town
3742,White,Middle class,174999.0,1.0,Female,Suburb
3743,White,Middle class,249999.0,0.0,Male,Small town
3744,White,Middle class,149999.0,0.0,Female,Rural area
3745,White,Working class,49999.0,0.0,Male,Rural area
3746,Multiple,Lower class,29999.0,0.0,Female,Rural area
3747,White,Middle class,9999.0,0.0,Female,Small town
3748,White,Working class,34999.0,1.0,Female,Suburb
3749,Multiple,Middle class,174999.0,1.0,Male,Suburb
3750,Black,Middle class,44999.0,1.0,Male,Rural area
3751,Multiple,Working class,39999.0,1.0,Male,City
3752,White,Middle class,44999.0,1.0,Female,Rural area
3753,White,Middle class,74999.0,0.0,Female,Small town
3754,White,Middle class,89999.0,1.0,Female,Suburb
3755,White,Middle class,109999.0,1.0,Male,City
3756,Asian,Middle class,29999.0,1.0,Female,City
3757,White,Middle class,99999.0,0.0,Male,Small town
3758,White,Working class,74999.0,1.0,Male,City
3759,White,Middle class,9999.0,0.0,Male,Suburb
3760,White,Middle class,34999.0,0.0,Female,City
3761,White,Middle class,249999.0,1.0,Female,Suburb
3762,White,Middle class,59999.0,1.0,Female,City
3763,Black,Working class,34999.0,1.0,Male,City
3764,Hispanic,Working class,34999.0,1.0,Female,City
3765,White,Middle class,109999.0,0.0,Male,City
3766,White,Working class,64999.0,0.0,Female,City
3767,Black,Working class,29999.0,1.0,Female,City
3768,White,Lower class,19999.0,1.0,Male,City
3769,White,Working class,59999.0,0.0,Male,Rural area
3770,Asian,Middle class,9999.0,1.0,Male,Suburb
3771,White,Middle class,300000.0,0.0,Male,Small town
3772,White,Middle class,174999.0,1.0,Female,City
3773,Black,Middle class,9999.0,1.0,Female,Small town
3774,Hispanic,Middle class,174999.0,1.0,Male,Suburb
3775,Native American,Lower class,9999.0,1.0,Male,City
3776,White,Middle class,24999.0,1.0,Male,Suburb
3777,White,Middle class,79999.0,0.0,Male,Suburb
3778,White,Middle class,34999.0,0.0,Female,Suburb
3779,Black,Working class,109999.0,1.0,Female,City
3780,Hispanic,Working class,39999.0,0.0,Male,City
3781,White,Middle class,149999.0,1.0,Male,Small town
3782,White,Working class,14999.0,0.0,Female,City
3783,White,Working class,44999.0,1.0,Male,Small town
3784,Hispanic,Lower class,74999.0,0.0,Female,Suburb
3785,White,Working class,149999.0,1.0,Male,Suburb
3786,White,Lower class,24999.0,1.0,Male,City
3787,Black,Working class,59999.0,0.0,Female,Small town
3788,White,Middle class,124999.0,1.0,Male,Suburb
3789,White,Middle class,79999.0,0.0,Male,City
3790,White,Middle class,109999.0,0.0,Male,Suburb
3791,White,Middle class,89999.0,0.0,Female,Suburb
3792,Black,Middle class,9999.0,1.0,Female,Small town
3793,White,Working class,24999.0,0.0,Female,Rural area
3794,White,Working class,89999.0,0.0,Female,City
3795,White,Working class,34999.0,0.0,Female,Suburb
3796,White,Upper class,99999.0,0.0,Male,Small town
3797,White,Middle class,49999.0,1.0,Male,Suburb
3798,White,Middle class,109999.0,1.0,Female,Suburb
3799,White,Middle class,99999.0,1.0,Female,Small town
3800,White,Working class,109999.0,0.0,Female,City
3801,White,Working class,44999.0,1.0,Female,Rural area
3802,White,Middle class,59999.0,1.0,Female,City
3803,White,Upper class,124999.0,1.0,Female,Suburb
3804,White,Working class,124999.0,0.0,Female,Suburb
3805,White,Working class,49999.0,1.0,Female,City
3806,Asian,Middle class,300000.0,1.0,Female,Suburb
3807,Hispanic,Lower class,9999.0,1.0,Female,City
3808,White,Middle class,249999.0,1.0,Female,City
3809,White,Working class,59999.0,0.0,Female,Small town
3810,White,Working class,79999.0,0.0,Male,Suburb
3811,Hispanic,Working class,19999.0,0.0,Female,City
3812,White,Lower class,19999.0,0.0,Female,Small town
3813,White,Middle class,49999.0,1.0,Female,Rural area
3814,White,Lower class,9999.0,1.0,Female,Small town
3815,Native American,Middle class,69999.0,0.0,Male,Small town
3816,Black,Middle class,44999.0,1.0,Female,Rural area
3817,White,Working class,34999.0,1.0,Female,City
3818,White,Middle class,9999.0,1.0,Female,Suburb
3819,White,Working class,59999.0,0.0,Male,Rural area
3820,Black,Working class,59999.0,1.0,Female,Suburb
3821,White,Middle class,174999.0,1.0,Female,Suburb
3822,Multiple,Middle class,74999.0,1.0,Female,City
3823,White,Middle class,44999.0,1.0,Female,City
3824,Black,Working class,99999.0,0.0,Male,City
3825,White,Middle class,64999.0,0.0,Male,Rural area
3826,White,Working class,34999.0,0.0,Female,Rural area
3827,Hispanic,Working class,74999.0,1.0,Female,Small town
3828,White,Working class,64999.0,1.0,Female,Rural area
3829,White,Working class,109999.0,0.0,Male,Suburb
3830,White,Working class,149999.0,0.0,Female,Suburb
3831,Hispanic,Working class,9999.0,1.0,Male,City
3832,White,Middle class,109999.0,1.0,Male,Suburb
3833,White,Working class,79999.0,0.0,Male,Small town
3834,Hispanic,Middle class,89999.0,0.0,Male,City
3835,Hispanic,Working class,34999.0,1.0,Female,City
3836,White,Middle class,39999.0,1.0,Male,Suburb
3837,White,Middle class,14999.0,0.0,Female,Small town
3838,White,Middle class,174999.0,1.0,Female,City
3839,Black,Middle class,29999.0,1.0,Female,Suburb
3840,White,Middle class,124999.0,0.0,Male,City
3841,Hispanic,Working class,89999.0,1.0,Female,City
3842,White,Middle class,174999.0,0.0,Male,Small town
3843,White,Lower class,34999.0,1.0,Female,Rural area
3844,Native American,Working class,59999.0,0.0,Female,City
3845,White,Working class,249999.0,1.0,Male,Suburb
3846,White,Working class,14999.0,0.0,Male,City
3847,White,Middle class,149999.0,1.0,Female,Suburb
3848,White,Working class,109999.0,0.0,Female,Suburb
3849,White,Middle class,79999.0,0.0,Male,Rural area
3850,White,Middle class,124999.0,0.0,Male,Suburb
3851,White,Middle class,89999.0,0.0,Male,Rural area
3852,Multiple,Middle class,99999.0,1.0,Male,Suburb
3853,White,Middle class,249999.0,1.0,Male,Rural area
3854,White,Working class,9999.0,0.0,Male,Rural area
3855,White,Working class,89999.0,1.0,Male,Small town
3856,White,Working class,24999.0,1.0,Female,Suburb
3857,White,Working class,74999.0,0.0,Male,Rural area
3858,White,Middle class,9999.0,1.0,Female,Suburb
3859,White,Working class,49999.0,1.0,Female,Rural area
3860,Hispanic,Middle class,19999.0,1.0,Male,Suburb
3861,White,Working class,34999.0,0.0,Male,Small town
3862,White,Middle class,109999.0,1.0,Male,Suburb
3863,White,Middle class,300000.0,0.0,Male,Rural area
3864,White,Working class,64999.0,0.0,Male,City
3865,White,Working class,44999.0,1.0,Female,Small town
3866,Asian,Middle class,174999.0,1.0,Female,City
3867,White,Middle class,249999.0,1.0,Female,Suburb
3868,Asian,Working class,64999.0,1.0,Male,Small town
3869,White,Middle class,9999.0,1.0,Female,City
3870,White,Upper class,249999.0,1.0,Female,City
3871,Black,Middle class,124999.0,1.0,Female,City
3872,White,Working class,34999.0,0.0,Female,City
3873,White,Middle class,44999.0,0.0,Female,Small town
3874,White,Working class,24999.0,0.0,Female,Small town
3875,White,Upper class,249999.0,1.0,Male,Suburb
3876,White,Middle class,149999.0,0.0,Male,Small town
3877,White,Working class,149999.0,0.0,Male,City
3878,White,Lower class,74999.0,1.0,Female,City
3879,White,Working class,34999.0,1.0,Female,City
3880,White,Middle class,69999.0,0.0,Female,Suburb
3881,White,Working class,14999.0,0.0,Female,Rural area
3882,White,Upper class,249999.0,1.0,Female,Rural area
3883,White,Working class,64999.0,0.0,Female,Rural area
3884,White,Middle class,124999.0,0.0,Female,Suburb
3885,Hispanic,Working class,34999.0,1.0,Male,City
3886,White,Working class,64999.0,1.0,Female,Suburb
3887,White,Middle class,39999.0,1.0,Male,City
3888,White,Middle class,109999.0,1.0,Male,Small town
3889,White,Working class,109999.0,1.0,Female,Suburb
3890,White,Working class,149999.0,0.0,Female,Small town
3891,White,Middle class,49999.0,0.0,Male,Suburb
3892,White,Middle class,124999.0,1.0,Male,Suburb
3893,White,Middle class,124999.0,0.0,Female,Small town
3894,White,Middle class,99999.0,1.0,Female,City
3895,White,Working class,9999.0,0.0,Female,City
3896,White,Middle class,124999.0,1.0,Female,Suburb
3897,White,Upper class,124999.0,1.0,Female,Suburb
3898,Black,Middle class,9999.0,1.0,Female,Suburb
3899,White,Upper class,109999.0,1.0,Female,City
3900,White,Middle class,124999.0,1.0,Male,Suburb
3901,White,Middle class,124999.0,1.0,Male,City
3902,White,Working class,29999.0,1.0,Female,City
3903,Black,Middle class,49999.0,1.0,Male,City
3904,White,Working class,69999.0,0.0,Male,Small town
3905,White,Lower class,9999.0,1.0,Male,City
3906,White,Middle class,149999.0,1.0,Male,Small town
3907,White,Middle class,9999.0,0.0,Female,Rural area
3908,Black,Middle class,44999.0,1.0,Female,City
3909,Black,Lower class,14999.0,1.0,Female,City
3910,White,Working class,174999.0,0.0,Female,Suburb
3911,Hispanic,Working class,9999.0,0.0,Female,Suburb
3912,White,Middle class,74999.0,0.0,Male,City
3913,White,Middle class,174999.0,0.0,Male,Suburb
3914,White,Working class,300000.0,0.0,Male,Small town
3915,White,Middle class,109999.0,1.0,Male,Suburb
3916,White,Working class,9999.0,0.0,Female,Rural area
3917,White,Working class,29999.0,0.0,Male,Small town
